Id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
194,0.0469,0.0625,0.0469,0.0312,0.0156,0.0469,0.0938,0.0625,0.0625,0.0469,0.1250,0.1094,0.0156,0.0156,0.0156,0.0156,0.0000,0.0312,0.0938,0.0156,0.0625,0.0156,0.0781,0.0469,0.0938,0.1406,0.1562,0.0781,0.1406,0.0156,0.0625,0.0781,0.1094,0.0469,0.0625,0.0000,0.0312,0.0938,0.1250,0.1406,0.0312,0.1562,0.1562,0.2500,0.0625,0.2344,0.1094,0.0469,0.0312,0.0625,0.1406,0.0156,0.0312,0.0469,0.1719,0.0469,0.0469,0.0469,0.1562,0.0156,0.0312,0.0312,0.0781,0.1562
195,0.0625,0.0469,0.0469,0.0625,0.0781,0.0312,0.0938,0.0938,0.1250,0.0469,0.0469,0.0781,0.0156,0.0312,0.0781,0.0625,0.0938,0.0781,0.0625,0.0625,0.0469,0.0156,0.0469,0.0781,0.0625,0.0312,0.0938,0.0781,0.0625,0.0781,0.1406,0.0781,0.0625,0.1094,0.1094,0.0312,0.0781,0.0781,0.0469,0.1094,0.0938,0.0469,0.0156,0.1094,0.0625,0.0781,0.0938,0.1250,0.0000,0.0469,0.0781,0.0312,0.0938,0.0625,0.0781,0.0781,0.0469,0.1875,0.1094,0.0938,0.0156,0.1250,0.1250,0.1562
196,0.0781,0.1719,0.0312,0.0000,0.0938,0.2188,0.0781,0.0781,0.0469,0.1094,0.0781,0.0469,0.0312,0.0469,0.0312,0.0000,0.0938,0.1250,0.1406,0.0469,0.1875,0.1562,0.2031,0.1094,0.1562,0.0938,0.0781,0.0781,0.0938,0.0781,0.0781,0.0625,0.0938,0.1094,0.0625,0.0156,0.0781,0.1719,0.0625,0.0469,0.0156,0.1406,0.0625,0.0469,0.0312,0.0938,0.0312,0.0156,0.0156,0.0469,0.0469,0.0469,0.0469,0.1094,0.0625,0.0781,0.0625,0.0156,0.0469,0.0156,0.0000,0.0781,0.0000,0.0156
197,0.1250,0.0312,0.0938,0.0625,0.0312,0.0156,0.0625,0.0469,0.0781,0.0781,0.0625,0.1562,0.0938,0.0625,0.0469,0.0469,0.0625,0.0312,0.0469,0.1094,0.0625,0.0156,0.0781,0.0156,0.0938,0.2031,0.0469,0.1719,0.0000,0.0312,0.0625,0.0625,0.0781,0.0625,0.0938,0.0312,0.0781,0.1250,0.1719,0.0469,0.0156,0.0938,0.0938,0.0938,0.0781,0.2031,0.0938,0.0625,0.0469,0.0312,0.1250,0.0469,0.0781,0.0156,0.2031,0.0469,0.0781,0.0469,0.0938,0.0156,0.0781,0.0469,0.0312,0.0938
198,0.1094,0.0625,0.0938,0.1094,0.1562,0.0469,0.0156,0.0781,0.1250,0.0156,0.0312,0.0625,0.1094,0.0938,0.0938,0.1250,0.1094,0.1094,0.0312,0.1406,0.0469,0.0000,0.0469,0.0156,0.0625,0.0156,0.0312,0.0938,0.0469,0.0625,0.0312,0.0938,0.0938,0.0781,0.0312,0.0625,0.0469,0.0156,0.0469,0.0156,0.0156,0.0312,0.0156,0.0938,0.0781,0.1250,0.0781,0.0781,0.0625,0.0312,0.0781,0.1094,0.1406,0.0469,0.0938,0.1406,0.0625,0.0625,0.0781,0.1094,0.0469,0.1406,0.1094,0.2031
199,0.0625,0.0781,0.0000,0.0938,0.0312,0.1875,0.1250,0.1094,0.0156,0.0625,0.0312,0.0625,0.0469,0.0000,0.1250,0.0469,0.0312,0.1094,0.0781,0.0469,0.1406,0.0469,0.1406,0.0312,0.1250,0.0938,0.0312,0.2031,0.0781,0.0156,0.0781,0.0781,0.0469,0.1250,0.0625,0.0156,0.0625,0.0625,0.1094,0.0625,0.0312,0.0312,0.0156,0.0781,0.1094,0.1250,0.0625,0.0938,0.0938,0.1250,0.0312,0.0625,0.0469,0.0625,0.0781,0.0469,0.0781,0.1094,0.0781,0.0469,0.0781,0.0938,0.0469,0.1094
200,0.1250,0.0625,0.0938,0.1094,0.1406,0.0625,0.0938,0.0938,0.0938,0.0000,0.0312,0.0781,0.1094,0.0469,0.1250,0.1250,0.1250,0.0781,0.0469,0.0938,0.0938,0.0156,0.0156,0.0312,0.0625,0.0156,0.0469,0.0781,0.0312,0.0312,0.0625,0.0938,0.0938,0.1406,0.0312,0.0781,0.0156,0.0000,0.0156,0.0156,0.0781,0.0156,0.0312,0.0625,0.0938,0.0781,0.1250,0.0781,0.0469,0.1094,0.0312,0.1094,0.0938,0.0781,0.0781,0.0781,0.1094,0.0156,0.0781,0.1562,0.0625,0.1719,0.0625,0.1406
201,0.0781,0.0625,0.1406,0.0000,0.0469,0.0938,0.1094,0.0625,0.0781,0.1094,0.1406,0.0938,0.0156,0.0625,0.0312,0.0000,0.0938,0.0625,0.0781,0.0156,0.1094,0.0469,0.1250,0.0781,0.0469,0.1094,0.1406,0.0781,0.0938,0.0781,0.0781,0.0625,0.0625,0.0938,0.0781,0.0781,0.0625,0.1250,0.0625,0.1562,0.1562,0.1094,0.0625,0.0781,0.1094,0.0938,0.0625,0.0156,0.0469,0.0781,0.1250,0.0156,0.0312,0.0938,0.0781,0.0312,0.0312,0.0781,0.0625,0.0312,0.0469,0.0000,0.0312,0.0781
202,0.1406,0.0781,0.0625,0.2031,0.1875,0.0625,0.0938,0.0625,0.0469,0.0156,0.0156,0.1094,0.0625,0.1094,0.0469,0.2031,0.1094,0.1562,0.0156,0.0938,0.0938,0.0156,0.0156,0.0312,0.0469,0.0000,0.0469,0.0938,0.0938,0.0469,0.0156,0.0625,0.1250,0.0625,0.0469,0.0156,0.0156,0.0000,0.0000,0.0312,0.0625,0.0000,0.0469,0.0781,0.1094,0.1094,0.0312,0.0781,0.1094,0.1094,0.0625,0.0938,0.0781,0.0781,0.0781,0.0938,0.0938,0.0312,0.0781,0.0469,0.1250,0.0625,0.1562,0.1406
203,0.1562,0.1094,0.0938,0.0781,0.0156,0.1094,0.1406,0.0781,0.0312,0.0469,0.0312,0.1094,0.0781,0.0312,0.0312,0.0781,0.0625,0.0938,0.0000,0.0625,0.0781,0.0312,0.1094,0.0469,0.0781,0.0156,0.0781,0.1406,0.0781,0.0312,0.0156,0.1094,0.0781,0.0000,0.0781,0.0312,0.0000,0.0625,0.0312,0.0156,0.0312,0.0312,0.0312,0.1094,0.1094,0.1250,0.1875,0.1250,0.1406,0.1250,0.0469,0.0469,0.1250,0.0625,0.0312,0.0938,0.0469,0.0156,0.0625,0.1875,0.1094,0.1250,0.0781,0.0938
204,0.0781,0.0781,0.1250,0.0625,0.1875,0.0312,0.0781,0.0938,0.1719,0.0156,0.0469,0.0938,0.0469,0.0938,0.0938,0.1406,0.0469,0.1094,0.1250,0.0469,0.0312,0.0000,0.0312,0.0312,0.1094,0.0156,0.0000,0.0625,0.0156,0.0469,0.0312,0.1250,0.1250,0.0938,0.0312,0.1094,0.0312,0.0156,0.0156,0.0312,0.0000,0.0156,0.0000,0.0781,0.1250,0.0625,0.0625,0.1562,0.1094,0.0938,0.0469,0.1562,0.0781,0.0469,0.0625,0.0625,0.0781,0.0469,0.0469,0.1719,0.2188,0.0469,0.1562,0.0469
205,0.1250,0.1250,0.1250,0.0625,0.0781,0.0469,0.1250,0.0312,0.0625,0.0469,0.1094,0.0469,0.0156,0.0156,0.0781,0.1094,0.0938,0.0469,0.0625,0.0312,0.0469,0.0312,0.0625,0.0156,0.0469,0.0469,0.0781,0.1406,0.0156,0.0000,0.0625,0.0156,0.1250,0.0781,0.0312,0.0625,0.0781,0.0469,0.0781,0.0156,0.0781,0.0938,0.1250,0.1719,0.0781,0.0781,0.0938,0.2031,0.1094,0.0312,0.0469,0.0469,0.0312,0.0312,0.0469,0.0312,0.1094,0.0312,0.1562,0.0938,0.1250,0.0469,0.1562,0.1562
206,0.0781,0.0938,0.0781,0.1250,0.1875,0.0469,0.0469,0.0625,0.0938,0.0156,0.0469,0.1094,0.1094,0.0625,0.0781,0.1250,0.0625,0.0938,0.0781,0.1250,0.0625,0.0156,0.0469,0.0469,0.0156,0.0312,0.0312,0.0938,0.0469,0.0469,0.0938,0.0781,0.1406,0.0625,0.0469,0.0312,0.0312,0.0469,0.0156,0.0625,0.0781,0.0312,0.0000,0.0312,0.0625,0.0469,0.0938,0.1250,0.0938,0.0781,0.0625,0.0938,0.0781,0.0625,0.0625,0.0938,0.0938,0.0781,0.0625,0.0938,0.1094,0.1406,0.0781,0.1719
207,0.0938,0.0312,0.1406,0.0781,0.1094,0.0156,0.0781,0.0312,0.0781,0.0469,0.1250,0.0781,0.0469,0.0625,0.1719,0.0781,0.0469,0.0469,0.0781,0.1094,0.0156,0.0312,0.0625,0.0312,0.0625,0.0312,0.0469,0.1250,0.0781,0.0625,0.0312,0.0312,0.1094,0.0938,0.0469,0.0625,0.0625,0.0312,0.0625,0.0469,0.0938,0.1094,0.0781,0.0781,0.1562,0.1094,0.1094,0.0312,0.0781,0.0625,0.0781,0.1094,0.0938,0.0625,0.0625,0.0938,0.0781,0.0156,0.1094,0.1250,0.0469,0.0781,0.0156,0.1406
208,0.1562,0.1094,0.1250,0.0781,0.0625,0.0625,0.0938,0.0625,0.1250,0.0000,0.0469,0.1562,0.0469,0.0938,0.0469,0.0625,0.0469,0.0000,0.1094,0.0312,0.0469,0.0469,0.0469,0.0469,0.1094,0.0000,0.0625,0.1562,0.0469,0.0312,0.0156,0.1094,0.1719,0.1094,0.0312,0.0625,0.0156,0.0156,0.0000,0.0156,0.0938,0.0156,0.0312,0.0938,0.1406,0.1094,0.0781,0.1406,0.0781,0.0625,0.0625,0.0781,0.0781,0.0625,0.1875,0.0781,0.0469,0.0312,0.0938,0.0625,0.0469,0.1719,0.0938,0.0938
209,0.1562,0.0781,0.1250,0.1406,0.1562,0.0312,0.0312,0.0625,0.1719,0.0469,0.0625,0.0469,0.0625,0.0625,0.1250,0.1250,0.1094,0.1094,0.0469,0.0625,0.0625,0.0156,0.0312,0.0000,0.0469,0.0000,0.0312,0.1094,0.0312,0.0625,0.0156,0.0469,0.1406,0.0469,0.0938,0.0469,0.0156,0.0156,0.0312,0.0312,0.0469,0.0469,0.0312,0.1094,0.1406,0.0625,0.1094,0.1094,0.0938,0.0469,0.0469,0.1250,0.0938,0.0469,0.0938,0.0625,0.0625,0.0000,0.1094,0.1562,0.0938,0.1094,0.0781,0.1250
210,0.0312,0.0469,0.0781,0.0000,0.0781,0.0625,0.1250,0.0469,0.0000,0.1094,0.0938,0.0625,0.0000,0.0156,0.0156,0.0156,0.0469,0.1094,0.0469,0.0000,0.0781,0.0938,0.1719,0.0625,0.0469,0.0938,0.1719,0.2031,0.0469,0.0469,0.0625,0.1094,0.0156,0.0938,0.0469,0.0000,0.0156,0.2031,0.1250,0.0625,0.0625,0.1250,0.0781,0.1562,0.1094,0.1250,0.1250,0.0938,0.0469,0.0625,0.0938,0.0469,0.0312,0.0469,0.0938,0.0938,0.0469,0.0938,0.0781,0.0312,0.0938,0.0781,0.0469,0.0938
211,0.1250,0.0469,0.1094,0.1562,0.0781,0.0469,0.0312,0.1406,0.0625,0.0469,0.1094,0.0781,0.0469,0.1250,0.0781,0.1250,0.1719,0.0625,0.0469,0.0469,0.1094,0.0469,0.0312,0.0625,0.0312,0.0156,0.0000,0.0781,0.0625,0.0312,0.0625,0.1250,0.0312,0.0781,0.0469,0.0781,0.0469,0.0156,0.0156,0.0312,0.0625,0.0156,0.0156,0.0625,0.1094,0.0781,0.0469,0.0938,0.1094,0.1094,0.0781,0.0938,0.1094,0.1406,0.0469,0.0469,0.0781,0.0312,0.0312,0.1094,0.1719,0.1094,0.0625,0.1406
212,0.0781,0.0312,0.0938,0.0469,0.0312,0.0312,0.0781,0.0781,0.0312,0.0625,0.0469,0.1719,0.0156,0.0156,0.1406,0.0469,0.0625,0.0781,0.0938,0.0469,0.1094,0.0469,0.0469,0.0625,0.0312,0.1094,0.1250,0.0625,0.0469,0.0469,0.0625,0.0781,0.0312,0.0625,0.0312,0.0625,0.1094,0.1562,0.0938,0.0625,0.0469,0.1250,0.0156,0.1250,0.1406,0.1094,0.0938,0.1094,0.0781,0.0469,0.0938,0.0625,0.0312,0.0312,0.1094,0.0312,0.0781,0.1250,0.1250,0.0938,0.0781,0.0156,0.1406,0.0625
213,0.3438,0.1719,0.0625,0.1562,0.1406,0.0781,0.1094,0.0625,0.0625,0.0156,0.0156,0.0469,0.1562,0.0312,0.0781,0.1875,0.0938,0.0469,0.0156,0.1250,0.0781,0.0000,0.0156,0.0469,0.0781,0.0312,0.0156,0.0625,0.0469,0.0781,0.0312,0.0938,0.1094,0.0625,0.0312,0.0625,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0469,0.0312,0.0000,0.0938,0.1719,0.1094,0.0312,0.1094,0.0469,0.0469,0.0469,0.1250,0.1094,0.0000,0.0156,0.0469,0.1719,0.1250,0.0625,0.3281
214,0.2969,0.1250,0.0625,0.1562,0.0469,0.0625,0.0000,0.1406,0.0938,0.0156,0.0469,0.0938,0.0781,0.0156,0.0469,0.1562,0.0625,0.0000,0.0312,0.0156,0.0156,0.0938,0.0312,0.0469,0.0000,0.0312,0.0000,0.0312,0.1250,0.0312,0.0469,0.1250,0.1094,0.0469,0.0625,0.0156,0.0156,0.0000,0.0156,0.0625,0.0469,0.0312,0.0156,0.0469,0.0469,0.0625,0.0469,0.1250,0.1719,0.0781,0.0781,0.1094,0.0312,0.0469,0.0156,0.0781,0.0938,0.0156,0.0781,0.1094,0.1875,0.0625,0.1562,0.5000
215,0.1875,0.1406,0.0625,0.1719,0.0938,0.1562,0.0625,0.0625,0.0938,0.0469,0.0469,0.0469,0.1719,0.0938,0.0312,0.1562,0.1406,0.0469,0.0781,0.1250,0.1406,0.0156,0.0312,0.0469,0.0781,0.0000,0.0156,0.0469,0.0312,0.0156,0.0312,0.1094,0.1094,0.1094,0.0312,0.0312,0.0469,0.0156,0.0312,0.0156,0.0312,0.0625,0.0000,0.0312,0.0156,0.0312,0.0625,0.1094,0.1094,0.0781,0.0625,0.1250,0.1094,0.0469,0.0156,0.0625,0.0781,0.0000,0.0781,0.0938,0.1562,0.0938,0.1250,0.1406
216,0.0469,0.1406,0.0781,0.0000,0.0625,0.2031,0.1250,0.1406,0.0938,0.1094,0.0625,0.0312,0.0312,0.0156,0.0000,0.0000,0.0781,0.0781,0.0781,0.0000,0.0938,0.0781,0.3125,0.0000,0.1875,0.1250,0.1250,0.1250,0.0781,0.0156,0.0781,0.0625,0.0625,0.1875,0.0938,0.0312,0.0625,0.1719,0.0781,0.0781,0.0625,0.1094,0.0781,0.0469,0.0938,0.0781,0.0469,0.0469,0.0781,0.1094,0.0469,0.0156,0.0156,0.0469,0.0469,0.0156,0.0312,0.0469,0.0312,0.0625,0.0469,0.0156,0.0469,0.0469
217,0.1406,0.0938,0.0000,0.1562,0.1406,0.0312,0.0625,0.0781,0.1094,0.0156,0.0625,0.1094,0.1094,0.0938,0.0781,0.1250,0.0938,0.0312,0.0938,0.1094,0.0469,0.0000,0.0156,0.0156,0.0312,0.0000,0.0156,0.0938,0.0312,0.0312,0.0469,0.0625,0.0625,0.1250,0.0625,0.0469,0.0625,0.0000,0.0000,0.0000,0.0781,0.0312,0.0469,0.1094,0.0938,0.0469,0.0938,0.1719,0.0781,0.0625,0.1406,0.0938,0.0781,0.0469,0.0781,0.0781,0.0781,0.0156,0.1406,0.0938,0.1406,0.1094,0.1094,0.1875
218,0.2500,0.1562,0.1250,0.1406,0.1250,0.0938,0.0312,0.1094,0.1875,0.0000,0.0469,0.0469,0.1094,0.0781,0.0625,0.2031,0.1094,0.0312,0.0625,0.1250,0.0938,0.0312,0.0000,0.0156,0.0312,0.0000,0.0000,0.0625,0.0781,0.0000,0.0312,0.0938,0.1562,0.0938,0.0312,0.0469,0.0312,0.0000,0.0000,0.0000,0.0312,0.0312,0.0000,0.0469,0.0469,0.0000,0.0625,0.1406,0.1562,0.0625,0.0625,0.1406,0.0781,0.0156,0.0625,0.0781,0.0781,0.0000,0.0625,0.0938,0.1875,0.1562,0.0938,0.1094
219,0.1250,0.0938,0.0312,0.0781,0.0625,0.0625,0.1562,0.0938,0.0625,0.1250,0.0312,0.0469,0.0625,0.0156,0.0312,0.0625,0.0625,0.0938,0.0469,0.0625,0.0781,0.0469,0.1094,0.0156,0.0781,0.1094,0.1094,0.2188,0.0469,0.0625,0.0312,0.0781,0.0781,0.0938,0.0625,0.0156,0.0469,0.1094,0.1562,0.0312,0.0625,0.0469,0.0312,0.0781,0.1094,0.1406,0.1094,0.0781,0.0625,0.0938,0.1094,0.0156,0.0781,0.0312,0.0938,0.0781,0.0469,0.0625,0.0469,0.0938,0.0625,0.0625,0.0938,0.0156
220,0.1562,0.2188,0.0781,0.1094,0.1094,0.0938,0.0938,0.1250,0.0781,0.0000,0.0312,0.0938,0.1250,0.0625,0.0000,0.1094,0.1406,0.0625,0.0312,0.0156,0.0469,0.0000,0.0625,0.0156,0.0625,0.0312,0.0156,0.1719,0.0312,0.0625,0.0156,0.1406,0.0781,0.0781,0.0156,0.0625,0.0156,0.0156,0.0000,0.0469,0.0312,0.0000,0.0000,0.0781,0.0938,0.0312,0.1094,0.1562,0.1875,0.0469,0.0781,0.1094,0.0781,0.0156,0.1250,0.0625,0.0625,0.0469,0.0625,0.0469,0.1875,0.1250,0.0938,0.1562
221,0.1719,0.1875,0.0625,0.0781,0.1406,0.0781,0.1094,0.1094,0.1562,0.0000,0.0312,0.0938,0.0469,0.0625,0.0312,0.1094,0.0781,0.1250,0.0781,0.0312,0.0312,0.0000,0.0000,0.0625,0.0781,0.0156,0.0625,0.0781,0.0312,0.0312,0.0781,0.1094,0.0938,0.1250,0.0781,0.0781,0.0312,0.0000,0.0000,0.0156,0.0469,0.0156,0.0000,0.0781,0.0781,0.0469,0.1094,0.1250,0.1562,0.0156,0.0625,0.0469,0.1094,0.0156,0.1250,0.0625,0.0938,0.0156,0.0469,0.1094,0.1250,0.1719,0.0469,0.2031
222,0.0312,0.0312,0.1250,0.0469,0.0781,0.1094,0.0312,0.0781,0.0625,0.0938,0.0469,0.0938,0.0312,0.0156,0.0938,0.0312,0.0625,0.0156,0.0156,0.0625,0.0312,0.0000,0.0781,0.0781,0.0156,0.0312,0.0938,0.0938,0.1406,0.0469,0.1562,0.0938,0.0781,0.0938,0.0312,0.0156,0.0469,0.0156,0.0625,0.2500,0.0625,0.1406,0.1094,0.0625,0.1094,0.0156,0.0469,0.1562,0.0625,0.1406,0.1250,0.0469,0.0000,0.0625,0.0625,0.0312,0.0781,0.1094,0.1406,0.0781,0.0938,0.0781,0.1094,0.1562
223,0.2031,0.0938,0.1406,0.0938,0.1250,0.0625,0.0469,0.0625,0.1406,0.0000,0.0938,0.1406,0.0938,0.0781,0.0625,0.1562,0.0781,0.0469,0.0312,0.1250,0.0469,0.0625,0.0312,0.0469,0.0625,0.0000,0.0312,0.0156,0.0625,0.0156,0.0781,0.0469,0.1094,0.1094,0.0781,0.0938,0.0156,0.0156,0.0000,0.0312,0.1094,0.0312,0.0000,0.0938,0.0938,0.0312,0.0469,0.1250,0.1406,0.0469,0.1250,0.0625,0.0938,0.0469,0.0312,0.0625,0.0781,0.0312,0.1094,0.0625,0.1250,0.1094,0.0938,0.1094
224,0.0938,0.0625,0.1094,0.0312,0.0469,0.1094,0.0625,0.0781,0.0156,0.0938,0.0938,0.0938,0.0469,0.0625,0.0312,0.0312,0.0938,0.0781,0.0781,0.0938,0.1719,0.0781,0.1562,0.0312,0.0625,0.0938,0.1406,0.0625,0.0781,0.0312,0.1094,0.0156,0.0312,0.1094,0.0312,0.0156,0.0938,0.1250,0.0625,0.0938,0.0625,0.1094,0.1562,0.1562,0.0625,0.1562,0.0781,0.0469,0.0781,0.0469,0.0625,0.0312,0.0312,0.1250,0.0781,0.0312,0.0469,0.0781,0.1094,0.0312,0.0312,0.0156,0.0469,0.0156
225,0.1094,0.1094,0.0938,0.1406,0.0625,0.1094,0.0781,0.0625,0.1406,0.0156,0.0625,0.0938,0.0938,0.0312,0.0312,0.2031,0.0781,0.0156,0.0312,0.0625,0.0469,0.0000,0.0469,0.0625,0.0469,0.0625,0.0469,0.1094,0.0781,0.0312,0.0469,0.0469,0.1094,0.1250,0.0469,0.0156,0.0312,0.0156,0.0625,0.0000,0.0625,0.0000,0.0156,0.0625,0.1094,0.1250,0.0469,0.1094,0.1562,0.0625,0.1406,0.1406,0.0469,0.0312,0.0781,0.0781,0.0469,0.0312,0.0156,0.1250,0.2188,0.0469,0.0938,0.1875
226,0.0625,0.0625,0.0312,0.0938,0.1875,0.0312,0.0938,0.1094,0.0469,0.0625,0.0312,0.0625,0.1094,0.0625,0.0781,0.1719,0.0938,0.1406,0.0469,0.1406,0.0625,0.0156,0.0000,0.0156,0.0156,0.0156,0.0625,0.1250,0.0469,0.0312,0.0625,0.0781,0.0156,0.0625,0.0625,0.0312,0.0469,0.0469,0.0000,0.0156,0.0781,0.0156,0.0312,0.0312,0.2031,0.0625,0.0781,0.1250,0.0781,0.1562,0.0625,0.1406,0.1250,0.0000,0.1250,0.0781,0.0312,0.0156,0.0312,0.2500,0.0938,0.1719,0.1094,0.0625
227,0.1250,0.1406,0.1250,0.0625,0.1406,0.0312,0.0781,0.1094,0.0625,0.0000,0.1094,0.0469,0.1250,0.0469,0.0469,0.0938,0.0938,0.0469,0.0156,0.0938,0.0000,0.0156,0.0469,0.0469,0.1250,0.0000,0.0469,0.0312,0.0625,0.0781,0.0469,0.1094,0.1094,0.0625,0.0312,0.0156,0.0156,0.0312,0.0312,0.0312,0.0156,0.0625,0.1094,0.1875,0.1094,0.0469,0.0469,0.1406,0.1094,0.1094,0.0625,0.1406,0.0938,0.0312,0.0469,0.1094,0.0156,0.0469,0.1094,0.0781,0.1250,0.1094,0.1094,0.1406
228,0.0625,0.0469,0.0781,0.1094,0.0156,0.0469,0.0938,0.0469,0.0781,0.0312,0.0312,0.0781,0.0312,0.0625,0.1406,0.0781,0.0625,0.0312,0.0312,0.0781,0.0312,0.0000,0.0000,0.0938,0.0938,0.0938,0.0625,0.1094,0.0469,0.0781,0.0781,0.1562,0.1406,0.0469,0.0625,0.0469,0.0469,0.0625,0.1719,0.0938,0.0781,0.0312,0.0312,0.0781,0.0156,0.1562,0.0781,0.0938,0.0156,0.0781,0.0469,0.0938,0.1094,0.0156,0.0938,0.1250,0.0469,0.2188,0.0938,0.0781,0.1406,0.0469,0.1406,0.0312
229,0.0469,0.0938,0.0312,0.0625,0.1406,0.0469,0.1406,0.0781,0.0625,0.0625,0.0938,0.0469,0.0469,0.0469,0.0625,0.0938,0.0938,0.0938,0.1094,0.0781,0.0625,0.0469,0.0625,0.0469,0.0781,0.0625,0.0469,0.0938,0.0625,0.0625,0.0781,0.0938,0.0469,0.1562,0.0938,0.0469,0.0938,0.0625,0.0000,0.0938,0.1250,0.0469,0.0156,0.0781,0.0625,0.0938,0.1250,0.0469,0.0469,0.0625,0.0312,0.0469,0.0781,0.0625,0.0781,0.0781,0.0781,0.0938,0.1094,0.1094,0.0156,0.0938,0.1250,0.0625
230,0.0938,0.0469,0.1250,0.0938,0.1562,0.0312,0.0312,0.0938,0.1250,0.0469,0.0625,0.1250,0.0312,0.1094,0.0781,0.1406,0.0312,0.0938,0.1250,0.1250,0.0938,0.0312,0.0312,0.0312,0.0469,0.0156,0.0156,0.0469,0.0312,0.0625,0.0469,0.0625,0.1406,0.0312,0.0469,0.0469,0.0469,0.0312,0.0312,0.0312,0.0625,0.0156,0.0469,0.0938,0.1719,0.0625,0.0469,0.1094,0.0938,0.1406,0.0625,0.0781,0.0781,0.0938,0.0312,0.0625,0.0312,0.0625,0.0938,0.1250,0.1406,0.0312,0.1406,0.1250
231,0.1250,0.0781,0.0781,0.1250,0.1406,0.0469,0.0625,0.0156,0.0781,0.0469,0.0156,0.1094,0.0469,0.0781,0.0781,0.1250,0.0781,0.0938,0.0469,0.0781,0.0312,0.0469,0.0469,0.0625,0.0469,0.0312,0.0781,0.1562,0.0469,0.0469,0.0469,0.0312,0.1250,0.0625,0.0469,0.0781,0.0469,0.0469,0.0625,0.0312,0.0781,0.0625,0.0625,0.0312,0.0625,0.1250,0.0625,0.1250,0.0625,0.0312,0.0781,0.0469,0.0781,0.0469,0.1406,0.0625,0.1094,0.0469,0.0781,0.0938,0.0625,0.0781,0.1406,0.2031
232,0.0000,0.0312,0.0781,0.0469,0.0469,0.0938,0.0781,0.0625,0.0469,0.0938,0.0625,0.0469,0.0469,0.0625,0.0156,0.0469,0.0469,0.0938,0.0312,0.0000,0.0469,0.0938,0.2031,0.0469,0.1719,0.1406,0.0781,0.2031,0.0312,0.0312,0.0469,0.1406,0.0625,0.1562,0.0469,0.1094,0.0000,0.0781,0.1719,0.0938,0.0938,0.0781,0.0781,0.0625,0.0469,0.2031,0.0625,0.0312,0.0312,0.0156,0.0938,0.0156,0.0781,0.1250,0.1406,0.0469,0.0625,0.0312,0.0938,0.0312,0.0312,0.0938,0.0938,0.0625
233,0.0781,0.0625,0.1562,0.0938,0.0625,0.1562,0.0469,0.0781,0.0781,0.0781,0.0781,0.0781,0.0469,0.0312,0.1250,0.0469,0.1250,0.0938,0.0312,0.0625,0.1094,0.1250,0.1719,0.0000,0.1406,0.0938,0.0312,0.1094,0.0781,0.0312,0.0469,0.0156,0.1406,0.1250,0.0781,0.0000,0.0781,0.1094,0.0938,0.0781,0.0156,0.0469,0.0312,0.0781,0.0781,0.0781,0.0938,0.0781,0.0469,0.0625,0.0312,0.0938,0.0781,0.0156,0.0625,0.0156,0.1094,0.1406,0.0312,0.0625,0.0312,0.0312,0.0781,0.0312
234,0.0000,0.0469,0.0156,0.0000,0.0312,0.1562,0.1719,0.0625,0.0469,0.0781,0.0469,0.0312,0.0312,0.0000,0.0625,0.0000,0.0312,0.0781,0.0469,0.0156,0.0469,0.1406,0.2188,0.0938,0.1875,0.1406,0.1719,0.0469,0.0781,0.0938,0.1094,0.0625,0.0312,0.1875,0.0469,0.0781,0.0625,0.1406,0.1094,0.0938,0.0781,0.1250,0.0938,0.1250,0.0938,0.0625,0.0781,0.0625,0.0000,0.1094,0.0938,0.0000,0.0312,0.0625,0.0469,0.0938,0.0312,0.0625,0.1094,0.0938,0.0000,0.0781,0.0469,0.0156
235,0.2969,0.1250,0.0312,0.1562,0.0312,0.0469,0.0781,0.1875,0.0469,0.0625,0.0000,0.0469,0.1406,0.0938,0.0469,0.2031,0.0781,0.0469,0.0312,0.0312,0.0781,0.0312,0.0156,0.0469,0.0625,0.0000,0.0000,0.0938,0.1562,0.0625,0.0000,0.1406,0.0469,0.0625,0.0000,0.0781,0.0312,0.0000,0.0156,0.0156,0.0156,0.0000,0.0000,0.0156,0.0938,0.0312,0.0000,0.0625,0.1719,0.1094,0.0938,0.2188,0.0469,0.1094,0.0469,0.1094,0.0625,0.0000,0.0312,0.0312,0.2031,0.1250,0.0781,0.3125
236,0.0938,0.0938,0.0469,0.0625,0.0625,0.1094,0.0312,0.1094,0.1250,0.1250,0.0781,0.0625,0.0469,0.0469,0.0156,0.0625,0.0469,0.0938,0.0625,0.0156,0.0781,0.0156,0.1094,0.0938,0.0938,0.1250,0.0625,0.0469,0.1250,0.1094,0.1094,0.0469,0.0938,0.0469,0.1406,0.0312,0.0781,0.0781,0.1406,0.0781,0.0625,0.0469,0.0469,0.0938,0.1094,0.0625,0.0156,0.0625,0.0625,0.0781,0.1406,0.0625,0.0000,0.0938,0.0469,0.1094,0.0312,0.0781,0.0625,0.0469,0.0625,0.0312,0.0781,0.1094
